161705748,这人好像很有趣,女,24,成都,163,本科,"23-29岁,175-190cm,本科以上,有照片,未婚,四川,成都",未婚,,"我是一个乐观,独立,执着,，有内秀的逗比才女一枚，从来没谈过恋爱，到这碰运气来的。如果你智如诸葛亮，貌若彭于晏，才华堪比高晓松，幽默如马东，欢迎来信，加锁来信看不到，一律删掉。沈阳…",https://at1.jyimg.com/48/12/11e298a9347d94e601d9e6f033ed/11e298a93_1_avatar_p.jpg
117613736,Wing,女,24,韶关,164,本科,"25-35岁,175-190cm,本科,有照片,未婚,广东",未婚,,一个人的天空很蓝，蓝的有点忧郁。一个人的日子自由，自由的有点孤单；一个人的日子，背影多了份孤独，身边少了份快乐；一个人的日子，心灵多了份宁静，面容添了一丝忧郁……有人心疼我的那一份…,https://at2.jyimg.com/95/fc/70f26746127f086c4798739fd409/70f267461_22_avatar_p.jpg
133236992,jojo,女,24,广州,162,大专,"23-30岁,170-185cm,大专,有照片,未婚,广东",未婚,,希望对方也是广东人！...,https://at3.jyimg.com/2b/a1/00763b7bb478962d660c3bebe490/00763b7bb_17_avatar_p.jpg
161522919,cc,女,24,昆明,160,本科,"24-36岁,170-190cm,本科以上,未婚",未婚,,毕业两年多，心态发生了很大的变化，从刚开始一切无所谓、随意的态度（包括工作、报酬、成家等），到现在慢慢感受到身边人带来的各方面压力，难免自己也开始着急，但也在试着平衡，不想因为这些…,https://at2.jyimg.com/19/7d/d7575119801ec5955ee818810dfd/d75751198_6_avatar_p.jpg
136852871,zara,女,23,杭州,163,大专,"26-44岁,172-188cm,有照片,未婚、离异",未婚,,像那些用别人照片，资料是不是虚构的，HR真的是一看就知道，各位别傻了～...,https://at2.jyimg.com/d7/35/a198ec3286a53dc323f660d52595/a198ec328_31_avatar_p.jpg
142005747,长发及腰.,女,23,密云,170,大专,"20-28岁,165-190cm,本科,有照片,未婚,北京",未婚,,您好，谢谢来访。我是一名护士，在海淀工作。我孝顺 有爱心 并且是个很上进的女孩。希望借此平台找到一个成熟稳重，有责任心的男生。...,https://at3.jyimg.com/aq/4a/7c7ed580ff20425b1f6f9093fe2f/7c7ed580f_6_avatar_p.jpg
97955927,君墨,女,24,杭州,155,大专,"24-32岁,173-183cm,本科,有照片,未婚,浙江,杭州",未婚,,我喜欢动漫。我在业余时间最大的消遣是听音乐。我憧憬的生活是简单。我希望我未来的另一半最好是有责任心。真心希望在这里能遇到我的那个TA!...,https://at2.jyimg.com/96/6b/e48554f4bfd832f5a9e4483e9525/e48554f4b_3_avatar_p.jpg
151620818,无,女,24,长春,164,本科,"29-29岁,170-170cm,本科,有照片,未婚",未婚,,"我的他，一定是*本市*-*三甲医院的医生*，有车有房，不抽烟不喝酒，思想较保守（婚后性行为），爱吃辣
注意：本人只找本市-三甲医院的医生
 本人不可能与非医生发系统消息，也不可能和…",https://at3.jyimg.com/28/2c/391ae75e87543d42dfe77872af4b/391ae75e8_4_avatar_p.jpg
128946462,呵呵,女,24,南岸,162,大专,"26-33岁,175-不限 cm,有照片,未婚,重庆",未婚,,实名注册，奈何身份证年龄比真实年龄小三岁，实际真实是93年……  如果你外貌平平，我希望能被你的幽默吸引，如果你性格平淡无奇，我希望能迷倒在你的颜值之下，如果你相貌平平，性格无奇，…,https://at2.jyimg.com/5c/aa/00a933687a2f23faaa4026015701/00a933687_48_avatar_p.jpg
71985740,繾綣ˇ,女,24,苏州,165,本科,"28-38岁,170-185cm,有照片",未婚,,不要因为寂寞爱错人，更不要因为爱错人而寂寞一生，尝试信任才能得到幸福。缘分是本书，翻的不经意会错过，读的太认真会流泪。...,https://at2.jyimg.com/1c/52/8a3841558e67257041716ac872ea/8a3841558_28_avatar_p.jpg
155487074,Boom,女,23,广州,158,本科,"26-32岁,170-180cm,本科以上,有照片,未婚,广东,广州",未婚,,"本科英语专业。农历95年，新历96年，生肖猪，2019年6月份毕业，目前从事外贸相关工作，地点广州。        But every once in a while you find someone who is iridescent and when you do, nothing will ever compare.斯人若......",https://at4.jyimg.com/7d/63/ef7e3b1280e34f126e77149144de/ef7e3b128_7_avatar_p.jpg
163532667,林清媛,女,22,武汉,162,本科,"19-30岁,172-190cm,湖北,武汉",未婚,,本人属于慢热型，所以一上来刚聊几句就直奔主题要求见面的恕不答应，与人相处最重要的感觉舒适，即使不能在一起也可以做朋友。 年龄还小，不喜欢一成不变循规蹈矩的生活，所以只是想找个人以后…,https://at2.jyimg.com/dd/c4/ef3429785a9ffab897f4f1d15b26/ef3429785_5_avatar_p.jpg
158717475,Jeanette,女,24,新加坡,162,本科,"20-30岁,172-199cm,本科以上,有照片,未婚,其他国家",未婚,,很喜欢王小波的一段语录“我把我整个灵魂都给你，连同它的怪癖，耍小脾气，忽明忽暗，一千八百种坏毛病。它真讨厌，只有一点好，爱你”。希望将来的那个你可以接受不完美的我。        …,https://at3.jyimg.com/2f/73/a042886fc65f12d9f148085e84fa/a042886fc_5_avatar_p.jpg
175594756,~~~,女,24,成都,165,硕士,"26-29岁,175-185cm,硕士以上,未婚",未婚,,我生长在一个和谐家庭，现就读四川某学校，研三学生。希望可以遇见合适的人，谢谢~...,https://at3.jyimg.com/e5/88/e372ed39614f8c9a915035aaf728/e372ed396_3_avatar_p.jpg
112853524,田田,女,24,衢州,162,本科,"23-30岁,170-187cm,本科,有照片,未婚,浙江,衢州",未婚,,我是一个95年的女孩子，可爱小巧又阳光，我是衢州的，对生活充满了爱开朗又活泼，所以想找个阳光并有孝心爱心的男孩，能在这个平台上认识都是你我的缘分，请好好珍惜吧我要求男孩学历本科及以…,https://at2.jyimg.com/10/2a/9557bcfb623dc6ef55093e3e8d80/9557bcfb6_7_avatar_p.jpg
123964539,未闻花名,女,24,无锡,169,本科,"28-35岁,178-195cm,本科,有照片,江苏,无锡",未婚,,"我是一个善良,开朗,纯真的人??。。。...",https://at3.jyimg.com/ec/66/21d49971f832ea31245ff401b1dd/21d49971f_2_avatar_p.jpg
102773099,黄小仙儿Sara,女,23,广州,160,本科,"25-35岁,175-183cm,硕士,有照片,未婚,湖南",未婚,,我希望我未来的另一半正直，善良，有内涵，人品好，品味好，比较看重对方的穿衣品味！杀马特，乡村非主流勿扰！！为了下一代着想，最好是大眼睛双眼皮，身高最好是178-185，175也行！…,https://at4.jyimg.com/bb/19/2037687f7baf88a7d5e464d4e228/2037687f7_13_avatar_p.jpg
121318422,妖精的尾巴.,女,23,镇江,170,大专,"24-32岁,173-185cm,有照片,未婚,江苏",未婚,,"资料有误，我今年23岁了」我是一个开朗,善良，温柔体贴，爱闹，爱玩的小女生，大大咧咧不拘小节，身边的朋友总被我的开朗感染，总是喜欢旅行，向往自然，期望找个有共同话题共同爱好珍惜彼此…",https://at4.jyimg.com/3f/da/18774cff482d03f69f2ce9fbdd23/18774cff4_14_avatar_p.jpg
165768274,sara,女,24,朝阳,163,本科,"25-35岁,170-185cm,本科,有照片,未婚,北京",未婚,,本人小学音乐老师，北京和厦门都有自己工作室，经济独立。父母关系很好，父亲是国企高管，母亲是人民教师，也均有退休金。希望找一个有担当，性格开朗，无不良嗜好，北京或厦门有房的男生。......,https://at2.jyimg.com/1c/87/9e1f6de56a8f8f07eabb645dcf8f/9e1f6de56_4_avatar_p.jpg
136334398,由零开始,女,24,深圳,155,大专,"24-36岁,168-178cm,大专,有照片,未婚、离异,广东",未婚,,"我自认为是一个比较善良，独立的人，我比较慢热，同时缺乏安全感，我希望我的另一半足够成熟稳重，有责任心！
只愿君心似我心，定不负相思意。我是一个特别看重感情的人，如果我喜欢你，那我喜…",https://at3.jyimg.com/ac/2b/9473dc081aqa206e4ef1c9c7e2b0/9473dc081_17_avatar_p.jpg
156546410,郎大仙儿,女,22,深圳,162,大专,"25-32岁,175-185cm,大专,有照片,未婚,广东,深圳",丧偶,,岁月在流逝，只想找个和我相携一生的伴侣，那是最美的风景：一杯浓浓的咖啡，露台上的两把藤椅上两个慢慢老去的爱人，迟暮但安详。...,https://at1.jyimg.com/c2/42/15fcea97cf760e0983a2382c73ce/15fcea97c_4_avatar_p.jpg
107392059,Ambi,女,24,朝阳,168,硕士,"29-35岁,168-193cm,有照片,北京",未婚,,　　超级没有安全感，比较独立，比同龄人成熟所以也更辛苦。不文艺，不过活得很潇洒。女汉子做久了，不想再一个人孤独到不敢看电影，不敢逛街了，不想再因为孤独做一个女汉子了。    　　其…,https://at3.jyimg.com/24/44/15bf8168dd1d9f84ca6f74f004c2/15bf8168d_2_avatar_p.jpg
152930645,超凡脱俗,女,23,汕头,167,本科,"23-29岁,169-178cm,未婚,广东,汕头",未婚,,择偶要求：1.处事穩重風度翩翩，善良內外兼修，正能量獨特人格魅力。懂音樂声音好更加分2.恋爱中不帶大男子主义，要体谅理解幫助彼此。3.外表斯文儒雅，舉止有氣質的28歲之內的暖男型。…,https://at4.jyimg.com/7d/03/8d06e02c336c044023ce1a80600d/8d06e02c3_27_avatar_p.jpg
152962190,烟沙秋色,女,24,沈阳,160,本科,"25-30岁,170-185cm,本科,有照片,未婚,辽宁,沈阳",未婚,,我是一个独立  体贴的人  我的工作属于教育行业      人无论在外面多么勇敢无谓  都希望回到家能够小鸟依人  有一个肩膀让我依靠    我希望找到一个体贴  幽默  为我遮风挡雨的他......,https://at4.jyimg.com/7d/63/a4d2d67cbda3bdc9d89a82edfbd4/a4d2d67cb_5_avatar_p.jpg
136983861,蓉蓉,女,24,抚州,160,大专,"23-30岁,170-185cm,本科,有照片,未婚,江西,抚州",未婚,,"我是一个靠谱,温柔,开朗,顾家,正直的人 ，爱好广泛的我，喜欢旅行,美食,逛街，是个不折不扣的萌妹纸。",https://at1.jyimg.com/41/c4/9de37044b7cdfdd076772d421d6d/9de37044b_3_avatar_p.jpg
149559526,静夏语柳,女,22,滁州,162,本科,"18-23岁,172-180cm,有照片,江苏,南京",未婚,,"我是一个文静,开朗的人 ，爱好广泛的我，喜欢看书,美食，是个不折不扣的萌妹纸，我生长在一个三口之家，我爱我家人，他们也爱我。",https://at1.jyimg.com/40/4b/5a70fb234f4ce180d320fd7045aq/5a70fb234_2_avatar_p.jpg
148852626,微微一笑醉倾城,女,22,浦东新区,165,大专,"18-26岁,170-187cm,大专,有照片,未婚",未婚,,可爱 孝顺 喜欢小动物,https://at4.jyimg.com/f2/c0/ac0aq57bbc831c4ef0f1bdbbd433/ac0ad57bb_7_avatar_p.jpg
